Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
WARNING:tensorflow:From cifar10_train.py:81 in train.: all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2016-03-02.
Instructions for updating:
Please use tf.global_variables instead.
2016-12-08 06:21:25.003454: step 0, loss = 4.68 (25.4 examples/sec; 5.031 sec/batch)
2016-12-08 06:21:33.364223: step 10, loss = 4.62 (164.3 examples/sec; 0.779 sec/batch)
2016-12-08 06:21:40.972531: step 20, loss = 4.45 (167.0 examples/sec; 0.767 sec/batch)
2016-12-08 06:21:48.455716: step 30, loss = 4.43 (169.1 examples/sec; 0.757 sec/batch)
2016-12-08 06:21:55.852008: step 40, loss = 4.46 (164.9 examples/sec; 0.776 sec/batch)
2016-12-08 06:22:02.310938: step 50, loss = 4.29 (196.2 examples/sec; 0.652 sec/batch)
2016-12-08 06:22:09.477915: step 60, loss = 4.30 (187.0 examples/sec; 0.684 sec/batch)
2016-12-08 06:22:16.627364: step 70, loss = 4.14 (179.0 examples/sec; 0.715 sec/batch)
2016-12-08 06:22:23.201623: step 80, loss = 4.17 (193.7 examples/sec; 0.661 sec/batch)
2016-12-08 06:22:30.304330: step 90, loss = 4.15 (173.1 examples/sec; 0.740 sec/batch)
2016-12-08 06:22:37.345916: step 100, loss = 4.18 (188.3 examples/sec; 0.680 sec/batch)
2016-12-08 06:22:44.344348: step 110, loss = 4.08 (180.4 examples/sec; 0.710 sec/batch)
2016-12-08 06:22:51.319714: step 120, loss = 4.09 (172.1 examples/sec; 0.744 sec/batch)
2016-12-08 06:22:58.417810: step 130, loss = 4.04 (187.4 examples/sec; 0.683 sec/batch)
2016-12-08 06:23:05.088497: step 140, loss = 3.94 (205.3 examples/sec; 0.624 sec/batch)
2016-12-08 06:23:11.998880: step 150, loss = 3.86 (188.8 examples/sec; 0.678 sec/batch)
2016-12-08 06:23:18.660878: step 160, loss = 4.20 (191.9 examples/sec; 0.667 sec/batch)
2016-12-08 06:23:25.560172: step 170, loss = 3.86 (195.0 examples/sec; 0.656 sec/batch)
2016-12-08 06:23:32.619446: step 180, loss = 3.79 (179.1 examples/sec; 0.715 sec/batch)
2016-12-08 06:23:39.459354: step 190, loss = 3.77 (164.6 examples/sec; 0.778 sec/batch)
2016-12-08 06:23:46.187935: step 200, loss = 3.77 (191.7 examples/sec; 0.668 sec/batch)
2016-12-08 06:23:53.917743: step 210, loss = 3.78 (218.6 examples/sec; 0.585 sec/batch)
2016-12-08 06:24:00.634346: step 220, loss = 3.85 (209.8 examples/sec; 0.610 sec/batch)
2016-12-08 06:24:06.623202: step 230, loss = 3.67 (189.1 examples/sec; 0.677 sec/batch)
2016-12-08 06:24:13.771592: step 240, loss = 3.68 (176.5 examples/sec; 0.725 sec/batch)
2016-12-08 06:24:20.572931: step 250, loss = 3.60 (209.4 examples/sec; 0.611 sec/batch)
2016-12-08 06:24:27.712759: step 260, loss = 3.61 (172.9 examples/sec; 0.741 sec/batch)
2016-12-08 06:24:34.758888: step 270, loss = 3.49 (181.2 examples/sec; 0.707 sec/batch)
2016-12-08 06:24:41.704429: step 280, loss = 3.69 (206.1 examples/sec; 0.621 sec/batch)
2016-12-08 06:24:48.594392: step 290, loss = 3.76 (173.8 examples/sec; 0.737 sec/batch)
2016-12-08 06:24:55.356521: step 300, loss = 3.65 (184.7 examples/sec; 0.693 sec/batch)
2016-12-08 06:25:02.486177: step 310, loss = 3.83 (214.5 examples/sec; 0.597 sec/batch)
2016-12-08 06:25:09.119459: step 320, loss = 3.60 (178.3 examples/sec; 0.718 sec/batch)
2016-12-08 06:25:15.918685: step 330, loss = 3.35 (234.2 examples/sec; 0.547 sec/batch)
2016-12-08 06:25:22.910465: step 340, loss = 3.44 (161.2 examples/sec; 0.794 sec/batch)
2016-12-08 06:25:29.676300: step 350, loss = 3.47 (191.1 examples/sec; 0.670 sec/batch)
2016-12-08 06:25:36.821121: step 360, loss = 3.37 (204.1 examples/sec; 0.627 sec/batch)
2016-12-08 06:25:43.762045: step 370, loss = 3.52 (186.0 examples/sec; 0.688 sec/batch)
2016-12-08 06:25:50.215602: step 380, loss = 3.48 (229.7 examples/sec; 0.557 sec/batch)
2016-12-08 06:25:56.949423: step 390, loss = 3.48 (162.9 examples/sec; 0.786 sec/batch)
2016-12-08 06:26:04.241803: step 400, loss = 3.50 (163.4 examples/sec; 0.784 sec/batch)
2016-12-08 06:26:12.082550: step 410, loss = 3.42 (163.5 examples/sec; 0.783 sec/batch)
2016-12-08 06:26:18.914447: step 420, loss = 3.25 (190.2 examples/sec; 0.673 sec/batch)
2016-12-08 06:26:25.308246: step 430, loss = 3.34 (196.8 examples/sec; 0.650 sec/batch)
2016-12-08 06:26:32.212723: step 440, loss = 3.33 (187.4 examples/sec; 0.683 sec/batch)
2016-12-08 06:26:39.228424: step 450, loss = 3.33 (189.7 examples/sec; 0.675 sec/batch)
2016-12-08 06:26:45.978852: step 460, loss = 3.07 (182.2 examples/sec; 0.702 sec/batch)
2016-12-08 06:26:52.682468: step 470, loss = 3.17 (186.9 examples/sec; 0.685 sec/batch)
2016-12-08 06:26:59.605169: step 480, loss = 3.41 (180.5 examples/sec; 0.709 sec/batch)
2016-12-08 06:27:06.607357: step 490, loss = 3.32 (195.9 examples/sec; 0.653 sec/batch)
2016-12-08 06:27:13.636683: step 500, loss = 3.14 (196.2 examples/sec; 0.653 sec/batch)
2016-12-08 06:27:21.172731: step 510, loss = 3.10 (192.6 examples/sec; 0.665 sec/batch)
2016-12-08 06:27:27.828879: step 520, loss = 3.43 (160.9 examples/sec; 0.796 sec/batch)
2016-12-08 06:27:35.020904: step 530, loss = 2.97 (166.3 examples/sec; 0.770 sec/batch)
2016-12-08 06:27:41.888344: step 540, loss = 3.11 (220.7 examples/sec; 0.580 sec/batch)
2016-12-08 06:27:48.377283: step 550, loss = 2.96 (195.0 examples/sec; 0.657 sec/batch)
2016-12-08 06:27:55.354341: step 560, loss = 3.10 (160.2 examples/sec; 0.799 sec/batch)
2016-12-08 06:28:02.134752: step 570, loss = 2.97 (173.1 examples/sec; 0.739 sec/batch)
2016-12-08 06:28:08.960601: step 580, loss = 2.93 (204.7 examples/sec; 0.625 sec/batch)
2016-12-08 06:28:15.670206: step 590, loss = 3.08 (197.0 examples/sec; 0.650 sec/batch)
2016-12-08 06:28:22.301129: step 600, loss = 3.08 (191.2 examples/sec; 0.669 sec/batch)
2016-12-08 06:28:30.163301: step 610, loss = 3.09 (202.1 examples/sec; 0.633 sec/batch)
2016-12-08 06:28:37.242879: step 620, loss = 2.96 (172.4 examples/sec; 0.742 sec/batch)
2016-12-08 06:28:44.265819: step 630, loss = 3.00 (185.6 examples/sec; 0.690 sec/batch)
2016-12-08 06:28:51.224234: step 640, loss = 2.78 (170.6 examples/sec; 0.750 sec/batch)
2016-12-08 06:28:57.998881: step 650, loss = 2.90 (177.3 examples/sec; 0.722 sec/batch)
2016-12-08 06:29:04.938341: step 660, loss = 2.79 (195.7 examples/sec; 0.654 sec/batch)
2016-12-08 06:29:11.465530: step 670, loss = 2.99 (182.5 examples/sec; 0.701 sec/batch)
2016-12-08 06:29:17.941871: step 680, loss = 3.05 (229.1 examples/sec; 0.559 sec/batch)
2016-12-08 06:29:24.776323: step 690, loss = 2.87 (175.2 examples/sec; 0.730 sec/batch)
2016-12-08 06:29:31.730103: step 700, loss = 2.88 (197.6 examples/sec; 0.648 sec/batch)
2016-12-08 06:29:39.279167: step 710, loss = 2.92 (182.0 examples/sec; 0.703 sec/batch)
2016-12-08 06:29:46.320740: step 720, loss = 2.95 (187.3 examples/sec; 0.683 sec/batch)
2016-12-08 06:29:53.321620: step 730, loss = 2.72 (192.3 examples/sec; 0.666 sec/batch)
2016-12-08 06:30:00.382011: step 740, loss = 2.85 (170.4 examples/sec; 0.751 sec/batch)
2016-12-08 06:30:07.614445: step 750, loss = 2.75 (171.9 examples/sec; 0.745 sec/batch)
2016-12-08 06:30:14.563386: step 760, loss = 2.77 (172.9 examples/sec; 0.740 sec/batch)
2016-12-08 06:30:21.214435: step 770, loss = 2.76 (213.2 examples/sec; 0.600 sec/batch)
2016-12-08 06:30:28.023580: step 780, loss = 2.78 (184.4 examples/sec; 0.694 sec/batch)
2016-12-08 06:30:34.966008: step 790, loss = 2.61 (219.3 examples/sec; 0.584 sec/batch)
2016-12-08 06:30:41.691742: step 800, loss = 2.50 (184.6 examples/sec; 0.693 sec/batch)
2016-12-08 06:30:49.384987: step 810, loss = 2.70 (175.7 examples/sec; 0.728 sec/batch)
2016-12-08 06:30:56.462025: step 820, loss = 2.61 (181.9 examples/sec; 0.704 sec/batch)
2016-12-08 06:31:03.172151: step 830, loss = 2.63 (188.8 examples/sec; 0.678 sec/batch)
2016-12-08 06:31:09.922166: step 840, loss = 2.66 (189.6 examples/sec; 0.675 sec/batch)
2016-12-08 06:31:16.577141: step 850, loss = 2.86 (176.4 examples/sec; 0.726 sec/batch)
2016-12-08 06:31:23.287387: step 860, loss = 2.83 (190.1 examples/sec; 0.673 sec/batch)
2016-12-08 06:31:30.434175: step 870, loss = 2.55 (175.1 examples/sec; 0.731 sec/batch)
2016-12-08 06:31:37.195279: step 880, loss = 2.54 (180.9 examples/sec; 0.708 sec/batch)
2016-12-08 06:31:44.349982: step 890, loss = 2.49 (168.7 examples/sec; 0.759 sec/batch)
2016-12-08 06:31:51.107492: step 900, loss = 2.60 (223.3 examples/sec; 0.573 sec/batch)
2016-12-08 06:31:58.648708: step 910, loss = 2.65 (184.3 examples/sec; 0.695 sec/batch)
2016-12-08 06:32:04.991953: step 920, loss = 2.61 (195.0 examples/sec; 0.656 sec/batch)
2016-12-08 06:32:12.006265: step 930, loss = 2.46 (199.4 examples/sec; 0.642 sec/batch)
2016-12-08 06:32:18.719366: step 940, loss = 2.47 (196.9 examples/sec; 0.650 sec/batch)
2016-12-08 06:32:25.428208: step 950, loss = 2.55 (202.4 examples/sec; 0.632 sec/batch)
2016-12-08 06:32:32.443333: step 960, loss = 2.57 (196.4 examples/sec; 0.652 sec/batch)
2016-12-08 06:32:39.343236: step 970, loss = 2.53 (171.0 examples/sec; 0.749 sec/batch)
2016-12-08 06:32:46.209654: step 980, loss = 2.45 (194.7 examples/sec; 0.657 sec/batch)
2016-12-08 06:32:53.120677: step 990, loss = 2.41 (186.4 examples/sec; 0.687 sec/batch)
2016-12-08 06:33:00.251464: step 1000, loss = 2.51 (191.8 examples/sec; 0.667 sec/batch)
2016-12-08 06:33:08.312648: step 1010, loss = 2.46 (188.9 examples/sec; 0.678 sec/batch)
2016-12-08 06:33:15.145875: step 1020, loss = 2.42 (173.8 examples/sec; 0.736 sec/batch)
2016-12-08 06:33:21.769483: step 1030, loss = 2.16 (238.1 examples/sec; 0.537 sec/batch)
2016-12-08 06:33:28.641788: step 1040, loss = 2.25 (182.7 examples/sec; 0.701 sec/batch)
2016-12-08 06:33:35.755751: step 1050, loss = 2.42 (186.5 examples/sec; 0.686 sec/batch)
2016-12-08 06:33:42.602999: step 1060, loss = 2.27 (183.3 examples/sec; 0.698 sec/batch)
2016-12-08 06:33:49.238423: step 1070, loss = 2.37 (188.2 examples/sec; 0.680 sec/batch)
2016-12-08 06:33:55.944957: step 1080, loss = 2.43 (216.6 examples/sec; 0.591 sec/batch)
2016-12-08 06:34:02.638625: step 1090, loss = 2.26 (196.5 examples/sec; 0.652 sec/batch)
2016-12-08 06:34:09.576475: step 1100, loss = 2.29 (205.2 examples/sec; 0.624 sec/batch)
2016-12-08 06:34:16.826622: step 1110, loss = 2.63 (175.2 examples/sec; 0.731 sec/batch)
2016-12-08 06:34:23.693115: step 1120, loss = 2.51 (175.7 examples/sec; 0.729 sec/batch)
2016-12-08 06:34:30.605672: step 1130, loss = 2.20 (196.4 examples/sec; 0.652 sec/batch)
2016-12-08 06:34:37.633601: step 1140, loss = 2.26 (162.7 examples/sec; 0.786 sec/batch)
2016-12-08 06:34:44.367948: step 1150, loss = 2.27 (188.5 examples/sec; 0.679 sec/batch)
2016-12-08 06:34:51.035428: step 1160, loss = 2.20 (197.1 examples/sec; 0.649 sec/batch)
2016-12-08 06:34:57.801036: step 1170, loss = 2.28 (187.0 examples/sec; 0.684 sec/batch)
2016-12-08 06:35:04.674620: step 1180, loss = 2.26 (189.3 examples/sec; 0.676 sec/batch)
2016-12-08 06:35:11.772725: step 1190, loss = 2.09 (172.4 examples/sec; 0.742 sec/batch)
2016-12-08 06:35:18.623541: step 1200, loss = 2.40 (192.4 examples/sec; 0.665 sec/batch)
2016-12-08 06:35:26.168299: step 1210, loss = 1.98 (188.5 examples/sec; 0.679 sec/batch)
2016-12-08 06:35:32.685889: step 1220, loss = 2.20 (214.1 examples/sec; 0.598 sec/batch)
2016-12-08 06:35:39.552236: step 1230, loss = 2.23 (167.5 examples/sec; 0.764 sec/batch)
2016-12-08 06:35:46.318945: step 1240, loss = 2.24 (170.6 examples/sec; 0.750 sec/batch)
2016-12-08 06:35:53.151086: step 1250, loss = 2.33 (172.0 examples/sec; 0.744 sec/batch)
2016-12-08 06:35:59.610262: step 1260, loss = 2.01 (181.7 examples/sec; 0.704 sec/batch)
2016-12-08 06:36:06.541949: step 1270, loss = 2.20 (178.4 examples/sec; 0.718 sec/batch)
2016-12-08 06:36:12.961871: step 1280, loss = 2.03 (196.5 examples/sec; 0.651 sec/batch)
2016-12-08 06:36:19.648631: step 1290, loss = 2.32 (212.1 examples/sec; 0.603 sec/batch)
2016-12-08 06:36:26.464768: step 1300, loss = 2.49 (176.9 examples/sec; 0.724 sec/batch)
2016-12-08 06:36:33.815567: step 1310, loss = 1.96 (180.8 examples/sec; 0.708 sec/batch)
2016-12-08 06:36:40.238638: step 1320, loss = 2.00 (202.0 examples/sec; 0.634 sec/batch)
2016-12-08 06:36:47.230097: step 1330, loss = 2.08 (206.1 examples/sec; 0.621 sec/batch)
2016-12-08 06:36:53.902290: step 1340, loss = 2.07 (190.2 examples/sec; 0.673 sec/batch)
2016-12-08 06:37:00.578738: step 1350, loss = 2.09 (205.0 examples/sec; 0.625 sec/batch)
2016-12-08 06:37:07.081149: step 1360, loss = 1.98 (217.9 examples/sec; 0.588 sec/batch)
2016-12-08 06:37:14.059252: step 1370, loss = 2.11 (175.5 examples/sec; 0.729 sec/batch)
2016-12-08 06:37:21.210982: step 1380, loss = 2.04 (211.7 examples/sec; 0.605 sec/batch)
2016-12-08 06:37:28.352391: step 1390, loss = 1.86 (182.5 examples/sec; 0.701 sec/batch)
2016-12-08 06:37:34.844942: step 1400, loss = 2.04 (197.7 examples/sec; 0.647 sec/batch)
2016-12-08 06:37:42.224580: step 1410, loss = 2.05 (186.2 examples/sec; 0.687 sec/batch)
2016-12-08 06:37:48.776689: step 1420, loss = 2.11 (205.2 examples/sec; 0.624 sec/batch)
2016-12-08 06:37:55.565949: step 1430, loss = 1.99 (176.1 examples/sec; 0.727 sec/batch)
2016-12-08 06:38:02.789622: step 1440, loss = 2.12 (181.5 examples/sec; 0.705 sec/batch)
2016-12-08 06:38:09.514955: step 1450, loss = 2.05 (192.5 examples/sec; 0.665 sec/batch)
2016-12-08 06:38:16.131892: step 1460, loss = 1.97 (222.4 examples/sec; 0.576 sec/batch)
2016-12-08 06:38:22.764442: step 1470, loss = 1.91 (211.1 examples/sec; 0.606 sec/batch)
2016-12-08 06:38:29.526430: step 1480, loss = 1.66 (203.9 examples/sec; 0.628 sec/batch)
2016-12-08 06:38:36.535988: step 1490, loss = 1.90 (181.7 examples/sec; 0.704 sec/batch)
2016-12-08 06:38:43.209297: step 1500, loss = 1.87 (167.8 examples/sec; 0.763 sec/batch)
2016-12-08 06:38:50.983024: step 1510, loss = 1.78 (164.7 examples/sec; 0.777 sec/batch)
2016-12-08 06:38:57.775532: step 1520, loss = 1.90 (199.4 examples/sec; 0.642 sec/batch)
2016-12-08 06:39:04.416666: step 1530, loss = 1.88 (158.9 examples/sec; 0.805 sec/batch)
2016-12-08 06:39:11.170595: step 1540, loss = 1.76 (167.2 examples/sec; 0.765 sec/batch)
2016-12-08 06:39:18.189077: step 1550, loss = 1.76 (189.2 examples/sec; 0.677 sec/batch)
2016-12-08 06:39:24.731832: step 1560, loss = 1.99 (200.4 examples/sec; 0.639 sec/batch)
2016-12-08 06:39:31.180311: step 1570, loss = 1.86 (187.8 examples/sec; 0.682 sec/batch)
2016-12-08 06:39:38.263398: step 1580, loss = 1.84 (160.4 examples/sec; 0.798 sec/batch)
2016-12-08 06:39:45.027751: step 1590, loss = 1.91 (201.1 examples/sec; 0.636 sec/batch)
2016-12-08 06:39:51.746818: step 1600, loss = 1.81 (173.3 examples/sec; 0.739 sec/batch)
